,r0_t,std_err
2020-03-10,3.0734703466921824,3.5107545640379456
2020-03-11,2.8796794120934095,2.5387647013519037
2020-03-12,2.7722425483723607,1.9323669032650796
2020-03-13,2.7200189162958655,1.5268103921989562
2020-03-14,2.6840182238508996,1.235420686325891
2020-03-15,2.64623753556404,1.0164035139554692
2020-03-16,2.6043942884504006,0.8479987736277931
2020-03-17,2.5556950274536727,0.715707786467081
2020-03-18,2.505247549097447,0.6109849360189246
2020-03-19,2.44165542436877,0.5256975304561722
2020-03-20,2.3414123975669794,0.45305040390626106
2020-03-21,2.205969615948335,0.39097571730617475
2020-03-22,2.0628457405598755,0.33995837769641696
2020-03-23,1.920051759860961,0.29832128992918255
2020-03-24,1.7732509688144968,0.2638983364348578
2020-03-25,1.633645325104068,0.23600011898292406
2020-03-26,1.503915491616009,0.21350214828112046
2020-03-27,1.3832454956885165,0.19528911037811653
2020-03-28,1.2764187970009657,0.18071148842603377
2020-03-29,1.1948560778895938,0.16947618644496845
2020-03-30,1.1407876479339547,0.16100001491076146
2020-03-31,1.1083359989096113,0.1546055114186627
2020-04-01,1.0940226588990654,0.1498609793782728
2020-04-02,1.0872658263014383,0.14622365588184116
2020-04-03,1.0802411556618654,0.1432914184580838
2020-04-04,1.0694767841220363,0.14082897799758723
2020-04-05,1.060493252572834,0.13888380268652795
2020-04-06,1.0548993047844815,0.13741022140994416
2020-04-07,1.046551413960635,0.13619018028808014
2020-04-08,1.0285821312808963,0.13501529914266483
2020-04-09,0.9978718195853912,0.1337920898446428
2020-04-10,0.9613904948291946,0.1326712127655986
2020-04-11,0.9305177098347249,0.13188592164200175
2020-04-12,0.9131299826405219,0.13157436730398467
2020-04-13,0.915407486913758,0.1318444461234392
2020-04-14,0.9308058242616137,0.13252514301173815
2020-04-15,0.9460624930810486,0.13326718372375088
2020-04-16,0.955408783727674,0.1338572768997184
2020-04-17,0.9615414170510842,0.13426951574995652
2020-04-18,0.9705185526024246,0.13455902218342009
2020-04-19,0.9933837289666646,0.13493781398442886
2020-04-20,1.0364532765802599,0.13555808319511906
2020-04-21,1.0929754090791635,0.13626854990038353
2020-04-22,1.1494952595772834,0.13671047420207336
2020-04-23,1.192443096240681,0.13647202634845618
2020-04-24,1.222636087421036,0.13552447108470905
2020-04-25,1.2438149914495678,0.13394926319657852
2020-04-26,1.2623391147906984,0.13194913104748812
2020-04-27,1.2815536309239828,0.12968199590074345
2020-04-28,1.2983318371105192,0.1271504429785589
2020-04-29,1.3043161539981265,0.12420915625543759
2020-04-30,1.297019139762591,0.12087102523411866
2020-05-01,1.2804862000042165,0.117308219138642
2020-05-02,1.260851721288529,0.11372302814775209
2020-05-03,1.2457851444513137,0.11033227688405228
2020-05-04,1.2364161729333831,0.10718550330768764
2020-05-05,1.226391599162229,0.10415948838165393
2020-05-06,1.2129107401197285,0.10120777552134382
2020-05-07,1.1947771958324882,0.0983093357316985
2020-05-08,1.1742376389850662,0.0955014666223285
2020-05-09,1.1550834077775785,0.09284416807548328
2020-05-10,1.1427531541075093,0.09042664645708325
2020-05-11,1.1415597133430577,0.08830897694534387
2020-05-12,1.1498764540868494,0.08644390669951428
2020-05-13,1.1618081611024915,0.08471289328888156
2020-05-14,1.1746069079468822,0.0830542914938398
2020-05-15,1.189603265044246,0.08147383691762236
2020-05-16,1.2037822859522207,0.0799044252167304
2020-05-17,1.214832616642762,0.07830084082905422
2020-05-18,1.2209168617526265,0.07663866265120878
2020-05-19,1.2174518906283842,0.0748578191258281
2020-05-20,1.2004013177744235,0.07291404955364143
2020-05-21,1.1719595694975187,0.07086784221439064
2020-05-22,1.1485330615228477,0.06897488558676731
2020-05-23,1.1391415238098586,0.06735730288504013
2020-05-24,1.1447553986185053,0.06602324146625414
2020-05-25,1.1584971555472439,0.0648843783089862
2020-05-26,1.170691567146964,0.06381856240323612
2020-05-27,1.1742207999847687,0.06272614329704436
2020-05-28,1.1681394620134395,0.0615862179602251
2020-05-29,1.154777246154556,0.06042414563489995
2020-05-30,1.136154342761635,0.05926944320831404
2020-05-31,1.1142670089529527,0.058158019338594824
2020-06-01,1.0904610117317903,0.05711942084616092
2020-06-02,1.0658951523189732,0.056176297176570314
2020-06-03,1.0404973759253362,0.055331865402245196
2020-06-04,1.0173339758015387,0.054618078394192006
2020-06-05,1.0023596527208267,0.054090223249327336
2020-06-06,0.995304968004221,0.053737703187462786
2020-06-07,0.9903802551825224,0.05349709758004786
2020-06-08,0.9840329031299473,0.05332963932304354
2020-06-09,0.9765539325054151,0.053232303638425287
2020-06-10,0.9657622091326142,0.05317395657724038
2020-06-11,0.9539410612057826,0.05316856402878568
2020-06-12,0.945643671438449,0.05325705086777945
2020-06-13,0.9404276120495344,0.05343562368400834
2020-06-14,0.9352392258533286,0.053675475971522536
2020-06-15,0.9302720506314913,0.05398026483754508
2020-06-16,0.9285066049874738,0.05437783302397083
2020-06-17,0.9266449878173798,0.05483274695583007
2020-06-18,0.9221402522264891,0.05531763215797881
2020-06-19,0.916871114825685,0.055851148319029514
2020-06-20,0.9098734460658182,0.05642463312812304
2020-06-21,0.900670849171187,0.05703149966886146
2020-06-22,0.8886217274856814,0.05766729809017386
2020-06-23,0.872633707267664,0.05832559120930806
2020-06-24,0.852985003596826,0.059011268095626825
2020-06-25,0.8358041241822243,0.05978702583101805
2020-06-26,0.8258435023255681,0.060701916727255154
2020-06-27,0.8260802592340966,0.06178987417246544
2020-06-28,0.8349975836541357,0.06304445026344288
2020-06-29,0.8475522027588029,0.06442228303844981
2020-06-30,0.8570445094876181,0.06584919237078901
2020-07-01,0.8624242577613085,0.06730085115020257
2020-07-02,0.864010463034437,0.0687655194099256
2020-07-03,0.8612538880558013,0.0702258327700173
2020-07-04,0.8552966291099865,0.07169245509613427
2020-07-05,0.8504127629107131,0.07322416276509651
2020-07-06,0.8478867914651266,0.0748474510295161
2020-07-07,0.838271987657587,0.0764550497895773
2020-07-08,0.8152956408367145,0.07797460945811874
2020-07-09,0.7880801081278715,0.07952590582094958
2020-07-10,0.768895918095861,0.08126169755925677
2020-07-11,0.7635868108161762,0.08325551017953109
2020-07-12,0.7732219176053339,0.08554449504403555
2020-07-13,0.7928307415292016,0.08810254075026129
2020-07-14,0.8124708001741889,0.09080889333392027
2020-07-15,0.8238700269709363,0.09352134190688483
2020-07-16,0.8266628446646807,0.09619291228945098
2020-07-17,0.8260280083591267,0.09886741589797073
2020-07-18,0.8249992703244001,0.10157624162671491
2020-07-19,0.8226250534887273,0.10431032291111644
2020-07-20,0.8188770766918458,0.10709076728252918
2020-07-21,0.8117292005709567,0.10990287458789937
2020-07-22,0.7971848624958923,0.11268328267254354
2020-07-23,0.7810576676700206,0.11553593606918876
2020-07-24,0.7734941756141369,0.118652086746608
2020-07-25,0.7767826809201752,0.12209399184592333
2020-07-26,0.7879031922341546,0.12583847143327156
2020-07-27,0.8004342106415889,0.12979953099523717
2020-07-28,0.8091155369334625,0.13388162269900436
2020-07-29,0.8136270156566726,0.1380572717770567
2020-07-30,0.8121451162762725,0.14226345714704083
2020-07-31,0.8069085458317076,0.1465413203446113
2020-08-01,0.8008264469158243,0.15097670669860833
2020-08-02,0.7952744614700629,0.1556431677569637
2020-08-03,0.7847082392360413,0.16044782044632366
2020-08-04,0.7688212575364362,0.16542802955148955
2020-08-05,0.7499113334714034,0.17068725236240673
2020-08-06,0.7218413236450009,0.17611406248912495
2020-08-07,0.6844035688158034,0.18176073415412344
2020-08-08,0.6485228261145886,0.1880063680808203
2020-08-09,0.6236735747238554,0.19520258094101745
2020-08-10,0.6142602491915345,0.20357421589256167
2020-08-11,0.6167933171632506,0.21316150394013075
2020-08-12,0.6235110520836187,0.22381538529258893
2020-08-13,0.6222780654935117,0.23505519717996295
2020-08-14,0.6120834901170832,0.24655107942498092
2020-08-15,0.6097075643234449,0.258642050199052
2020-08-16,0.6315024091052409,0.2725194959225148
2020-08-17,0.6793808030538755,0.29117492150664687
2020-08-18,0.7435564113146812,0.32135830673971216
2020-08-19,0.8044993468289027,0.3745292003041902
